,,All Donors,Kidney,Liver,Heart,Pancreas,Lung,Intestine
110043-NMB St. Joseph's Hospital / Candler - Mercy Blvd,,6,6,4,3,0,2,0
110046-NMB Clearview Regional Medical Center,,1,0,1,0,0,0,0
110054-NMB Floyd Medical Center,,4,4,2,1,0,0,0
110064-NMB Midtown Medical Center - Columbus,,10,10,10,8,2,7,0
110069-NMB Houston Medical Center,,1,1,1,0,0,0,0
110074-NMB Athens Regional Medical Center,,14,14,11,4,1,4,0
110075-NMB East Georgia Regional Medical Center,,2,2,2,0,0,1,0
110076-NMB DeKalb Medical Center - North Decatur,,3,3,2,3,0,1,0
110079-NMB Grady Health System,,52,51,47,24,5,19,1
110082-TX1 Emory Saint Joseph's Hospital,,7,7,5,4,1,2,0
110083-TX1 Piedmont Atlanta Hospital,,20,18,16,3,0,6,0
110087-NMB Gwinnett Medical Center - Lawrenceville,,24,23,23,11,3,11,0
110089-NMB Coffee Regional Medical Center,,2,2,2,1,0,0,0
110091-NMB Rockdale Medical Center,,1,1,1,0,0,0,0
110105-NMB Colquitt Regional Medical Center,,1,1,1,0,0,0,0
"110107-NMB Medical Center, Navicent Health (formerly MCCG)",,16,15,14,7,4,10,0
110122-NMB South Georgia Medical Center,,2,2,1,0,0,1,0
110129-NMB St. Francis Hospital,,4,4,4,0,0,1,0
110131-NMB Select Speciality Hospital Midtown Atlanta,,1,1,1,1,0,1,0
110143-NMB WellStar Cobb Hospital,,3,3,2,0,0,0,0
110149-NMB Piedmont Mountainside Hospital,,1,1,1,0,0,0,0
110161-NMB NORTHSIDE HOSPITAL (ATLANTA),,3,2,3,1,0,2,0
110164-NMB Coliseum Medical Center,,4,4,3,0,0,2,0
110165-NMB Southern Regional Medical Center,,1,0,1,0,0,1,0
110168-NMB Redmond Regional Medical Center,,3,3,3,1,0,0,0
110177-NMB Doctors Hospital - Augusta,,12,12,11,3,0,1,0
110184-NMB WellStar Douglas Hospital,,4,3,4,1,0,4,0
110191-NMB Piedmont Henry Hospital,,7,6,6,0,0,2,0
110192-NMB Eastside Medical Center,,4,3,4,2,0,4,0
110198-NMB North Fulton Hospital,,7,7,7,1,0,2,0
110215-NMB Piedmont Fayette Hospital,,3,3,3,0,0,1,0
110226-NMB DeKalb Medical Center - Hillandale,,1,1,1,1,0,0,0
110230-NMB Emory Johns Creek Hospital,,1,1,1,1,0,0,0
113300-NMB Children's Healthcare of Atlanta at Egleston,,10,10,6,7,4,4,2
113301-NMB Children's Healthcare of Atlanta at Scottish Rite,,6,6,4,4,1,1,0
120001-N01 QUEENS MEDICAL CENTER - WEST,,2,2,1,0,0,0,0
120001-NMB QUEENS MEDICAL CENTER,,40,39,22,5,0,4,0
120002-NMB MAUI MEMORIAL HOSPITAL,,9,9,3,1,0,0,0
120005-NMB HILO MEDICAL CENTER,,8,8,6,2,0,1,0
120011-NMB KAISER PERMANENTE MEDICAL CENTER,,3,3,2,1,0,0,0
120019-NMB KONA COMMUNITY HOSPITAL,,3,3,1,0,0,0,0
120022-NMB STRAUB HOSPITAL,,4,4,1,0,0,1,0
120026-NMB PALI MOMI MEDICAL CENTER,,1,1,0,0,0,0,0
130002-NMB ST LUKE'S MAGIC VALLEY REGIONAL MED CTR,,2,2,1,0,0,0,0
130003-NMB ST JOSEPH'S REGIONAL MED CTR,,2,2,2,0,0,1,0
130006-N01 St Lukes Meridian,,1,1,1,1,0,0,0
130006-NMB St. Luke's Boise Medical Center,,9,9,9,6,5,7,0
130007-NMB ST ALPHONSUS REGIONAL MED CTR,,34,31,28,15,2,11,0
130014-NMB WEST VALLEY MEDICAL CENTER,,1,1,0,1,0,0,0
130018-NMB Eastern Idaho Regional Medical Center,,20,18,17,10,4,6,0
130028-NMB PORTNEUF MEDICAL CENTER,,5,5,4,2,0,0,0
130049-NMB KOOTENAI MEDICAL CENTER,,8,8,5,1,0,1,0
140002-NMB ALTON MEMORIAL HOSPITAL,,5,5,5,1,0,2,0
"140007-NMB Presence St. Joseph Medical Center, Joliet",,3,2,3,2,1,3,0
"140008-NMB GOTTLIEB MEMORIAL HOSPITAL, Melrose Park",,3,3,2,2,0,1,0
"14000H-N01 GLENBROOK NORTHWESTERN HOSPITAL, Glenview",,5,5,1,1,0,0,0
"140010-TX1 EVANSTON NORTHWESTERN HOSPITAL, Evanston",,8,7,6,0,0,1,0
"140015-NMB BLESSING HOSPITAL, Quincy",,4,4,2,1,1,1,0
"140018-NMB MOUNT SINAI HOSPITAL MEDICAL CENTER, chicago",,5,5,4,3,2,2,0
"140029-NMB RUSH COPLEY MEMORIAL HOSPITAL, Aurora",,5,4,5,0,0,2,0
"140030-NMB Advocate SHERMAN HOSPITAL, Elgin",,1,1,1,0,0,0,0
"140043-NMB CGH MEDICAL CENTER, Sterling",,1,1,0,0,0,0,0
"140048-NMB ADVOCATE TRINITY HOSPITAL, Chicago",,1,1,1,0,0,0,0
"140049-NMB WEST SURBURBAN HOSPITAL MEDICAL CENTER, Oak Park",,2,2,2,0,0,0,0
140052-NMB ST ANTHONYS HOSPITAL  - ALTON,,1,0,1,0,0,0,0
"140053-TX1 ST.  JOHN'S HOSPITAL, Springfield",,29,29,22,11,6,9,0
"140054-NMB MACNEAL MEMORIAL HOSPITAL, Berwyn",,5,4,4,0,0,1,0
"140062-NMB PALOS COMMUNITY HOSPITAL, Palos Heights",,2,2,1,2,0,1,0
"140063-NMB RUSH OAK PARK HOSPITAL, Oak Park",,1,1,0,0,0,0,0
"140065-NMB LAGRANGE MEMORIAL HOSPITAL, La Grange",,1,1,1,0,0,1,0
140067-TX1 ST FRANCIS MEDICAL CENTER,,39,38,26,13,3,7,1
"140080-NMB Presence St.  Francis Hospital, Evanston",,8,8,6,4,2,5,0
"140084-NMB Vista Medical Center East, Waukegan",,6,4,5,1,1,0,0
"140088-TX1 UNIVERSITY OF CHICAGO MEDICAL CENTER, Chicago",,36,31,31,16,8,11,4
"140091-NMB CARLE FOUNDATION HOSPITAL, Urbana",,23,21,18,6,4,6,1
"140101-NMB MORRIS HOSPITAL, Morris",,4,4,3,2,0,2,0
"140114-NMB SWEDISH COVENANT HOSPITAL, Chicago",,4,2,4,2,0,2,0
140116-NMB NORTHERN ILLINOIS MEDICAL CTR,,3,3,3,0,0,1,0
"140117-NMB Presence Resurrection Medical Center, Chicago",,4,4,4,1,0,2,0
140119-TX1 RUSH-PRESBYTERIAN-ST LUKES MED,,8,8,4,2,2,3,0
"140122-NMB HINSDALE HOSPITAL, Hinsdale",,5,5,1,0,0,0,0
"140124-NMB JOHN STROGER JR HOSPITAL, Cook County",,6,6,6,2,0,2,0
"140127-NMB ADVOCATE BROMEN MEDICAL CENTER, Normal",,5,5,5,3,0,2,0
"140130-NMB Northwestern Lake Forest Hospital, Lake Forest",,1,1,1,1,0,1,0
"140132-NMB ADVOCATE ILLINOIS MASONIC MED CTR, Chicago",,7,7,6,2,0,5,1
"140148-TX1 MEMORIAL MEDICAL CENTER, Springfield",,16,16,13,3,1,4,0
"140150-TX1 UNIVERSITY OF ILLINOIS HOSPITAL, Chicago",,8,8,5,2,0,2,0
"140154-NMB DELNOR COMMUNITY HOSPITAL, St. Charles",,4,4,3,2,0,2,0
140162-NMB ST JOSEPH HOSP MEDICAL CENTER,,6,5,5,0,1,1,0
140164-NMB MEMORIAL HOSPITAL - CARBONDALE,,7,7,4,1,1,1,0
140174-NMB PRESENCE MERCY MEDICAL CENTER,,1,1,1,0,0,0,0
"140175-NMB ST.  JAMES - OLYMPIA FIELDS CAMPUS, Olympia Field",,4,4,3,0,0,1,0
"140179-NMB LITTLE COMPANY OF MARY HOSP & HEALTH CNTR, Evergr",,3,3,2,1,0,1,0
140180-NMB Presence Saints Mary and Elizabeth Medical Center,,1,1,1,0,0,0,0
140184-NMB HEARTLAND REGIONAL MEDICAL CNTR (MARION MEMORIAL),,3,2,3,0,0,0,0
140185-NMB MEMORIAL HOSPITAL - BELLEVILLE,,1,0,1,0,0,0,0
"140186-NMB RIVERSIDE MEDICAL CENTER, Kankakee",,5,5,5,0,1,2,0
"140189-NMB SARA BUSH LINCOLN HEALTH CENTER, Mattoon",,3,3,1,0,0,0,0
"140191-NMB INGALLS HOSPITAL, Harvey",,3,3,3,0,0,1,0
"140200-NMB ELMHURST MEMORIAL HOSPITAL, Elmhurst",,2,2,2,0,0,1,0
"140202-NMB ADVOCATE CONDELL MEDICAL HOSPITAL, Libertyville",,5,4,3,1,0,0,0
140204-NMB Unity Point Health Trinity--Rock Island,,7,6,6,0,0,3,0
"140206-NMB NORWEGIAN AMERICAN HOSPITAL, Chicago",,5,5,4,3,0,0,0
140208-TX1 ADVOCATE CHRIST MEDICAL CENTER,,29,28,23,14,4,13,0
"140209-NMB Unity Point Health Methodist, Peoria",,5,5,5,1,0,1,0
"140213-NMB SILVER CROSS HOSPITAL, New Lenox",,5,4,4,1,0,0,0
140223-NMB Gundersen Lutheran Hospital,,15,14,12,6,2,8,0
"140224-NMB Presence St.  Jospeh Hospital, Chicago",,2,2,1,0,0,0,0
"140228-NMB SWEDISH AMERICAN HOSPITAL, Rockford",,6,6,3,1,0,1,0
"140231-NMB EDWARD HOSPITAL, Naperville",,4,4,2,1,0,1,0
140233-NMB St. Anthony Medical Center,,16,15,13,7,1,5,0
"140242-NMB CENTRAL DUPAGE HOSP, Winfield",,5,4,3,2,1,2,0
"140250-NMB ADVOCATE SOUTH SUBURBAN HOSPITAL, Hazel Crest",,3,3,3,1,1,1,0
140251-NMB Community First Medical Center,,4,3,4,1,0,2,0
"140252-NMB NORTHWEST COMMUNITY HOSPITAL, Arlington Heights",,6,5,4,4,0,4,0
"140258-NMB ALEXIAN BROTHERS MEDICAL CTR, Elk Grove Village",,8,8,6,4,0,2,0
"140276-TX1 LOYOLA UNIVERSITY MEDICAL CENTER, Maywood",,21,18,14,8,1,4,0
"140281-TX1 NORTHWESTERN MEMORIAL HOSPITAL, Chicago",,21,19,17,5,0,3,0
"140286-NMB KISHWAUKEE COMMUNITY HOSPITAL, Dekalb",,2,2,2,0,1,0,0
"140288-NMB ADVOCATE GOOD SAMARITAN HOSPITAL, Downer's Grove",,7,5,6,1,0,4,0
140289-NMB ANDERSON HOSPITAL,,2,2,2,0,0,0,0
"140290-NMB ST.  ALEXIUS MEDICAL CENTER, Hoffman Estates",,3,2,2,1,0,2,0
"140291-NMB ADVOCATE GOOD SHEPHERD HOSPITAL, Barrington",,3,2,2,2,0,1,0
"140292-NMB GLENOAKS HOSPITAL, Glendale Heights",,1,1,1,1,0,0,0
140304-NMB Adventist Bolingbrook Hospital,,3,3,3,1,0,1,0
"143300-TX1 CHILDRENS MEMORIAL HOSPITAL, Chicago",,7,7,2,2,0,1,1
"150000-NMB ST.  MARY MEDICAL CENTER, Hobart, IN",,2,2,2,1,0,1,0
150002-NMB THE METHODIST HOSP OF GARY INC,,3,2,3,0,0,0,0
150003-NMB Franciscan St. Elizabeth Health - Lafayette East,,2,2,2,1,1,1,0
150006-NMB Indiana University Health LaPorte Hospital,,2,2,1,0,0,0,0
150007-NMB Community Howard Regional Health System (West als,,1,0,1,0,0,0,0
"150008-NMB ST.  CATHERINE HOSPITAL, East Chicago, IN",,3,3,3,1,0,0,0
150009-NMB CCIN- CLARK COUNTY JEFFERSONVILLE,,2,2,2,0,0,0,0
150010-NMB St. Vincent Kokomo Hospital,,2,2,1,1,0,0,0
150011-NMB Marion General Hospital,,1,1,1,0,0,0,0
150016-NMB Franciscan St. Anthony Health,,3,2,3,1,0,1,0
150017-TX1 Lutheran Hospital (Lutheran Musculoskeletal also),,30,27,27,9,2,8,1
150018-NMB Elkhart General Hospital,,6,4,6,1,1,2,0
150023-NMB Union Hospital,,13,12,10,0,1,3,0
150024-NMB Eskenazi Hospital,,34,33,25,14,6,11,0
150026-NMB Indiana University Health Goshen Hospital,,2,2,0,1,0,0,0
150029-NMB St. Joseph Regional Medical Center- Mishawaka,,3,1,2,0,0,0,0
150035-NMB Porter Regional Hospital (Valparaiso and Portage),,2,2,1,0,0,0,0
150042-NMB Good Samaritan Hospital,,2,2,1,0,0,0,0
150044-NMB FCIN- FLOYD MEMORIAL HOSPITAL,,5,3,5,2,1,0,0
150046-NMB Terre Haute Regional Hospital,,3,3,1,0,0,0,0
150048-NMB Reid Hospital and Healthcare Services,,6,5,5,0,0,1,0
150051-NMB Indiana University Health Bloomington Hospital,,6,6,2,0,0,1,0
150056-N01 Riley Hospital for Children at Indiana University,,8,7,4,2,0,1,1
150056-NMB Indiana University Health University Hospital,,3,3,1,0,0,2,0
150056-TX1 Indiana University Health Methodist Hospital & Sa,,81,77,70,24,7,18,1
150058-NMB Memorial Hospital of South Bend,,28,27,28,9,3,6,0
150059-NMB Riverview Health,,2,1,2,0,0,1,0
150074-NMB Community Hospital East,,17,14,15,5,3,3,0
150082-NMB Deaconess Hospital (Gateway & Heart Hospital also,,33,31,26,7,5,7,0
"150084-TX1 St. Vincent Indianapolis (86th, Hospice, NE, Wome",,44,43,37,22,4,13,1
150086-NMB DEARBORN COUNTY HOSPITAL,,1,1,0,0,0,0,0
150088-NMB St. Vincent Anderson Regional Hospital,,3,2,3,1,0,0,0
150089-NMB xxxx,,17,13,15,3,0,2,0
"150090-NMB ST.  MAREGARET MERCY HEALTHCARE CENTER - SOUTH ,",,3,3,3,1,0,0,0
150100-NMB St. Mary's Medical Center - Evansville,,7,7,5,3,3,2,0
150112-NMB Columbus Regional Hospital,,2,1,1,0,0,0,0
150113-NMB Community Hospital - Anderson,,5,5,3,2,0,0,0
150115-NMB Memorial Hospital and Healthcare System (Jasper),,2,2,1,0,0,0,0
"150125-NMB THE COMMUNITY HOSPITAL, Munster, IN",,12,12,8,3,2,4,0
"150126-NMB ST.  ANTHONY MEDICAL CENTER, Crown Point, IN",,3,3,2,2,0,3,0
150128-NMB Community Hospital South,,11,10,10,2,1,3,0
"150132-NMB METHODIST HOSPITALS - SOUTHLAKE, Merrillville, IN",,4,4,2,0,0,0,0
150150-N01 Dupont Hospital,,1,1,1,0,0,0,0
150153-NMB St. Vincent Heart Center,,1,1,1,0,0,0,0
150154-NMB Community Heart and Vascular Hospital,,2,2,2,0,0,0,0
150158-NMB Indiana University Health West Hospital,,3,3,2,1,0,0,0
150161-NMB Indiana University Health North Hospital,,1,1,1,0,0,1,0
150162-NMB Franciscan St. Francis Health - Indianapolis,,21,18,18,5,1,8,0
150169-NMB Community Hospital North,,9,8,7,4,1,6,0
150173-NMB Indiana University Health Arnett Hospital,,2,1,2,1,0,1,0
160016-NMB UnityPoint Health - Trinity,,1,1,1,0,0,0,0
160024-NMB UnityPoint Health - Iowa Lutheran,,2,2,2,1,0,1,0
160028-NMB CHI Health Mercy Hospital,,1,1,0,0,0,0,0
160033-NMB Genesis Medical Center,,3,3,3,1,1,2,0
160045-NMB UnityPoint Health St. Luke's Hospital (CR),,4,4,3,0,1,1,0
160047-NMB Jennie Edmundson Memorial Hospital,,3,3,1,1,0,1,0
160057-NMB Great River Medical Center,,4,4,4,0,0,0,0
160058-TX1 University of Iowa Hospitals and Clinics,,40,39,24,11,2,6,1
160064-NMB Mercy Medical Center - North Iowa,,8,8,7,1,0,1,0
160067-NMB Covenant Medical Center,,3,3,2,0,0,0,0
160082-TX1,,28,28,19,11,4,6,1
160083-TX1 MERCY HOSPITAL MED CTR,,19,19,12,4,3,8,1
160110-NMB UnityPoint Health - Allen Hospital,,4,4,3,1,0,1,0
160146-NMB UnityPoint Health - St. Lukes (SC),,2,1,2,0,0,0,0
160153-NMB Mercy Medical Center - Sioux City,,6,5,6,3,0,2,0
160910-NMB Mercy Medical Center - Cedar Rapids,,6,6,4,0,0,1,0
170012-NMB SALINA REGIONAL HEALTH CTR,,2,2,2,1,0,0,0
170016-NMB ST FRANCIS HOSP & MED CTR,,3,3,3,0,1,1,0
170020-NMB Promise Regional Medical Center,,5,4,5,2,0,3,0
170023-NMB ST CATHERINE HOSP,,1,1,1,0,0,0,0
170040-TX1 University of Kansas Hospital,,38,35,23,8,1,10,0
170049-NMB OLATHE MEDICAL CENTER,,4,4,0,0,0,2,0
170086-NMB STORMONT-VAIL HEALTHCARE,,20,19,16,7,3,5,0
170104-NMB SHAWNEE MISSION MED CTR,,3,2,2,1,0,1,0
170122-TX1 Via Christi Hospital - St. Francis,,41,39,30,14,1,9,0
170123-NMB WESLEY MEDICAL CTR,,40,38,27,13,2,14,0
170137-NMB LAWRENCE MEMORIAL HOSP,,3,2,2,1,0,1,0
170142-NMB MERCY HEALTH CENTER COLLEGE CAMPUS,,2,2,1,1,0,1,0
170146-NMB PROVIDENCE MEDICAL CENTER,,1,0,1,0,0,0,0
170176-NMB OVERLAND PARK  REG MED CTR,,6,6,5,1,0,1,0
170182-NMB MENORAH MEDICAL CENTER,,4,4,4,1,0,1,0
180009-NMB KDAS- KINGS DAUGHTERS HOSP,,4,4,2,0,0,0,0
180010-NMB SJLX- ST JOSEPH HOSP,,4,3,3,2,1,1,0
180011-NMB SJLO - ST JOSEPH HOSPITAL LONDON (FORMERLY MARYMO,,1,1,0,0,0,0,0
180012-NMB HMET-HARDIN MEMORIAL HOSPITAL,,2,2,2,0,0,0,0
180014-TX1 KYHA-  Audubon Norton,,11,8,7,0,1,4,0
180017-NMB TJGL- T J SAMSON COMMUNITY HOSP,,2,2,1,0,1,0,0
180029-NMB HAHZ- HAZARD APPALACHIAN,,1,0,1,0,0,0,0
180035-N02 ST ELIZABETH EDGEWOOD,,9,8,7,1,0,3,0
180038-NMB OHOB- OWENSBORO HEALTH,,1,1,1,0,0,0,0
180040-NMB SMLO STS MARY & ELIZABETH HOSPITAL,,7,6,4,0,0,0,0
180040-TX1 KYJH-  Jewish Hospital,,6,6,5,2,1,0,0
180044-NMB PMPI- PIKEVILLE METHODIST HOSP,,3,3,3,0,0,0,0
180045-NMB ST ELIZABETH FLORENCE/ St. Elizabeth Owenton,,1,1,1,0,0,0,0
180048-NMB EMDA- EPHRAIM MCDOWELL MEMORIAL HOSP,,1,1,1,0,0,0,0
180067-TX1 UNIVERSITY HOSP,,63,57,48,23,6,12,0
180088-N01 NBLO-Norton Brownsboro Hospital,,4,2,4,0,0,2,0
180088-NMB KYKC- KOSAIR CHILDRENS HOSP,,4,4,3,1,1,0,0
180088-TX1 NHLO- NORTON HOSPITAL,,10,7,7,1,0,1,0
180093-NMB BHMA - Baptist Health Madisonville,,2,2,2,0,0,0,0
180102-NMB LHPA- LOURDES HOSP,,3,3,3,1,1,1,0
180103-NMB BHLX - BAPTIST HEALTH LEXINGTON,,6,6,6,1,0,1,0
180104-NMB BHPA - BAPTIST HEALTH PADUCAH,,6,6,5,1,0,0,0
180116-NMB JPMA- JACKSON PURCHASE,,1,1,0,0,0,0,0
180127-NMB FRFR- FRANKFORT REG MED CTR,,2,2,0,0,0,0,0
180130-NMB BHLO-Baptist Health Louisville,,9,8,7,1,1,1,0
180132-NMB LCSO- LAKE CUMBERLAND REGIONAL,,3,3,3,0,0,0,0
180141-NMB ULLO- UNIVERSITY OF LOUISVILLE HOSPITAL,,52,49,38,18,7,11,0
190002-NMB LAFAYETTE GENERAL MEDICAL CTR,,45,41,43,11,6,12,0
190004-NMB THIBODAUX REGIONAL MEDICAL  CENTER,,4,4,3,1,0,0,0
190007-NMB NATCHITOCHES REGIONAL MED CTR,,1,1,0,0,0,0,0
190008-NMB TERREBONNE GENERAL MEDICAL CTR,,1,1,1,0,0,0,0
190011-NMB UNIVERSITY HEALTH CONWAY,,2,2,1,0,0,0,0
190014-NMB TECHE REGIONAL MEDICAL CENTER,,1,0,1,0,0,0,0
190015-NMB NORTH OAKS MED. CENTER,,9,8,9,3,0,3,0
190017-NMB OPELOUSAS GENERAL HEALTH SYSTEM,,2,1,2,0,0,0,0
190019-NMB CHRISTUS ST FRANCES CABRINI HOSPITAL,,8,7,7,2,0,0,0
190020-NMB LANE REGIONAL MEDICAL CENTER,,2,2,2,0,0,0,0
190026-NMB RAPIDES REGIONAL MEDICAL CENTER,,20,18,18,5,2,6,0
190027-NMB CHRISTUS ST PATRICK HOSPITAL,,2,2,1,1,0,1,0
190035-TX1 UNIVERSITY MEDICAL CENTER NEW ORLEANS,,29,28,24,9,2,6,0
190036-TX1 OCHSNER MEDICAL CENTER,,17,16,15,3,0,4,0
190039-NMB WEST JEFFERRSON MEDICAL CENTER,,5,4,5,0,0,0,0
190040-NMB SLIDELL MEMORIAL HOSP.,,6,6,6,1,0,1,0
190045-NMB ST TAMMANY PARISH HOSP,,5,5,5,1,0,1,0
190053-NMB JENNINGS AMERICAN LEGION HOSP,,1,1,1,1,1,1,0
190060-NMB LAKE CHARLES MEMORIAL HOSPITAL,,8,7,8,2,0,1,0
190064-NMB OUR LADY OF THE LAKE REGIONAL MED CTR,,61,58,52,22,2,17,0
190098-TX1 UNIVERSITY HEALTH SHREVEPORT,,36,34,34,19,3,11,0
190102-NMB OUR LADY OF LOURDES REG. MED. CENTER,,10,8,9,2,2,3,0
190111-N02 WILLIS KNIGHTON SOUTH HOSPITAL,,1,1,1,0,0,0,0
190111-NMB WILLIS KNIGHTON PIERREMONT,,2,2,1,1,0,1,0
190111-TX1 WILLIS KNIGHTON MEDICAL CTR,,5,4,4,0,0,0,0
190112-NMB CHRISTUS HIGHLAND MEDICAL CENTER,,2,2,1,1,0,1,0
190125-NMB ST FRANCIS MEDICAL CENTER,,6,6,4,1,0,3,0
190144-NMB MINDEN MEDICAL CENTER,,2,2,2,0,1,1,0
190160-NMB GLENWOOD REGIONAL MED CENTER,,2,1,1,0,0,0,0
190183-NMB LEONARD CHABERT MED. CTR.,,1,1,1,0,0,0,0
190202-NMB OCHSNER MEDICAL CENTER OF BATON ROUGE,,7,6,6,2,0,5,0
190206-NMB OCHSNER MEDICAL CENTER- KENNER,,4,3,3,1,0,0,0
190231-N01 BATON ROUGE GENERAL- BLUEBONNET,,4,4,3,1,0,1,0
193300-TX1 CHILDREN'S HOSPITAL,,3,3,1,2,0,0,0
200001-NMB ST. JOSEPH HOSPITAL (ME),,1,0,1,0,0,0,0
200009-TX1 MAINE MEDICAL CENTER,,37,36,32,12,2,8,0
200019-NMB Southern Maine Health Care - Biddeford,,3,3,3,1,0,0,0
200021-NMB MID COAST HOSPITAL,,1,1,0,1,0,0,0
200024-NMB CENTRAL MAINE MED CTR,,4,4,4,1,1,2,0
200033-NMB EASTERN MAINE MEDICAL CENTER,,13,13,9,3,1,2,0
200039-N01 MAINE GENERAL HEALTH-AUGUSTA CAMPUS,,2,2,2,1,0,0,0
210001-NMB MERITUS REGIONAL MEDICAL CENTER,,8,8,8,2,1,1,0
210002-TX1 Unversity of Maryland Medical Center,,46,41,39,14,4,8,0
210003-NMB PRINCE GEORGES GENL HOSP,,3,3,2,0,0,0,0
210004-NMB HOLY CROSS HOSPITAL,,1,1,1,0,0,1,0
210005-NMB FREDERICK MEMORIAL HOSPITAL,,3,3,3,2,0,1,0
210009-TX1 JOHNS HOPKINS HOSPITAL,,12,11,10,6,1,3,0
210011-NMB Saint Agnes Healthcare,,6,6,6,1,0,0,0
210012-NMB SINAI HOSPITAL OF BALTIMORE,,5,5,5,1,1,2,0
210015-NMB MedStar Franklin Square Medical Center,,14,13,12,5,2,5,0
210018-NMB MONTGOMERY GENERAL HOSPITAL IN,,2,1,2,0,0,1,0
210019-NMB PENINSULA REGIONAL MEDICAL CENTER,,6,5,5,1,0,1,0
210022-NMB SUBURBAN HOSPITAL,,4,2,3,0,0,0,0
210023-NMB ANNE ARUNDEL MEDICAL CENTER,,10,10,7,3,2,3,0
210024-NMB MedStar Union Memorial Hospital,,4,4,4,1,1,1,0
210027-N01 WESTERN MARYLAND REGIONAL MEDICAL CENTER,,3,3,2,0,0,0,0
210029-TX1 JOHNS HOPKINS BAYVIEW,,8,8,6,5,1,3,0
210033-NMB CARROLL COUNTY GENERAL HOSPITAL,,1,0,1,0,0,0,0
210034-NMB MedStar Harbor Hospital,,1,0,1,0,0,0,0
210035-NMB CIVISTA MEDICAL CENTER,,2,2,1,0,0,1,0
210037-NMB University of Maryland Shore Medical Center at Ea,,3,3,2,0,0,0,0
210038-NMB University of Maryland Medical Center Midtown Cam,,1,1,1,1,0,0,0
210040-NMB NORTHWEST HOSPITAL CENTER,,1,0,1,0,0,0,0
210043-NMB Univ of MD Baltimore Washington Medical Center,,9,6,7,2,1,2,0
210048-NMB HOWARD COUNTY GENERAL HOSPITAL,,2,2,2,1,0,0,0
210049-NMB University of Maryland Upper Chesapeake Medical C,,3,2,3,1,0,1,0
210051-NMB DOCTORS COMMUNITY HOSPITAL,,2,2,1,1,1,0,0
210054-NMB SOUTHERN MARYLAND HOSPITAL,,1,1,1,1,0,0,0
210057-TX1 SHADY GROVE ADVENTIST HOSP,,9,7,6,1,0,2,0
220001-NMB HEALTH ALLIANCE/LEOMINSTER HOSPITAL,,2,2,2,0,0,0,0
220002-NMB MOUNT AUBURN HOSPITAL,,3,3,3,0,0,0,0
220008-NMB STURDY MEMORIAL HOSPITAL,,2,2,2,0,0,0,0
220010-NMB LAWRENCE GENERAL HOSPITAL,,1,1,1,1,0,1,0
220011-N02 WHIDDEN MEMORIAL HOSPITAL,,1,1,1,0,0,0,0
220012-NMB CAPE COD HOSPITAL,,3,3,3,1,1,1,0
220015-NMB COOLEY DICKINSON HOSPITAL,,1,1,1,0,0,0,0
220020-NMB SAINT ANNE'S HOSPITAL,,3,3,3,1,0,1,0
220024-NMB HOLYOKE MEDICAL CENTER,,3,3,3,1,1,1,0
220028-NMB WORCESTER MEDICAL CENTER/ST VINCENT HOSPITAL,,4,4,3,3,1,2,0
220029-NMB ANNA JAQUES HOSPITAL,,1,1,1,0,0,0,0
220031-TX1 Boston Medical Center,,24,23,21,8,2,6,0
220035-N01 North Shore Medical Ctr - Salem Campus,,3,3,2,0,0,0,0
220036-NMB CARITAS ST. ELIZABETH'S MEDICAL CENTER,,4,4,3,0,0,0,0
220046-NMB BERKSHIRE MEDICAL CENTER,,3,3,3,1,1,0,0
220049-NMB MARLBOROUGH HOSPITAL,,1,1,1,0,0,0,0
220060-NMB Beth Israel Deaconess Hospital - Plymouth,,2,2,2,0,0,0,0
220063-NMB LOWELL GENERAL HOSPITAL,,7,7,7,2,1,2,0
220066-NMB MERCY HOSPITAL,,1,1,0,0,0,0,0
220070-N02 HALLMARK HEALTH/MELROSE-WAKEFIELD HOSPITAL,,1,1,1,0,0,0,0
220071-TX1 MASSACHUSETTS GENERAL HOSPITAL,,39,37,32,12,4,10,0
220073-NMB MORTON HOSPITAL,,1,1,1,0,0,0,0
220074-N01 SOUTHCOAST HOSPITAL - ST. LUKE'S HOSPITAL,,9,8,8,1,0,0,0
220074-N02 SOUTHCOAST HOSPITAL - CHARLTON MEMORIAL,,10,9,8,2,1,2,0
220074-NMB SOUTHCOAST HOSPITAL - TOBEY HOSPITAL,,2,1,2,1,0,0,0
220077-TX1 BAYSTATE MED CENTER,,28,26,23,4,2,2,0
220084-NMB EMERSON HOSPITAL,,1,1,1,0,0,0,0
220086-TX1 BETH ISRAEL DEACONESS MEDICAL CENTER,,22,21,21,6,2,5,0
220089-NMB METROWEST MEDICAL CENTER,,1,1,1,0,0,0,0
220090-NMB Milford Regional Medical Center,,1,1,1,0,0,1,0
220100-NMB SOUTH SHORE HOSPITAL,,11,11,9,0,1,2,0
220101-NMB NEWTON-WELLESLEY HOSPITAL,,2,2,1,0,0,0,0
220110-TX1 BRIGHAM & WOMAN'S HOSPITAL,,24,22,18,3,1,3,0
220111-NMB CARITAS GOOD SAMARITAN MEDICAL CENTER,,2,2,0,1,0,1,0
220116-TX1 TUFTS MEDICAL CENTER,,10,9,9,4,1,3,0
220119-NMB FAULKNER HOSPITAL,,1,1,1,0,0,0,0
